Product ID,Description,price,Category
57,Barney - Sing and Dance with Barney [VHS],11.99,Children's Music
58,Tina Turner - Live in Amsterdam: Wildest Dreams Tour [VHS],15.99,Soul
59,Black Wax &amp; Is That Jazz [VHS],0.0,Poetry
60,Al Green: Gospel According to Al Green,9.99,Christian
61,Luther Vandross: Always and Forever,9.94,Dance Pop
62,Neil Diamond - Greatest Hits Live,10.05,Adult Contemporary
63,Gloria Estefan: Live in Miami - The Evolution Tour,11.98,Dance & Electronic
64,"Michael Jackson - History on Film, Vol. 2",11.88,Dance & Electronic
65,Ozzy Osbourne - Live &amp; Loud,10.37,Album-Oriented Rock (AOR)
66,Celine Dion - The Colour of My Love Concert,14.99,Adult Contemporary
67,Oasis: There and Then,64.99,Britpop
68,Aerosmith - The Making of Pump,9.98,Metal
69,Mary Chapin Carpenter: Jubilee - Live at Wolf Trap,10.78,Outlaw Country
70,Rage Against the Machine [VHS],19.98,Alternative Rock
71,"Stevie Ray Vaughan &amp; Double Trouble -  Live From Austin, Texas",11.89,Electric Blues
72,The Allman Brothers: Live at Great Woods,12.95,Southern Rock
73,A Tribute to Stevie Ray Vaughan,18.96,Blues
74,James Taylor Live at the Beacon Theatre,11.98,Contemporary Folk
75,Vh1 Divas Live [VHS],0.36,Vocal Pop
76,Gloria Estefan: Don't Stop!,11.98,Dance & Electronic
77,Pearl Jam - Single Video Theory,11.98,Alternative Rock
78,Alice in Chains - MTV Unplugged,12.03,Alternative Rock
79,Herbert von Karajan - His Legacy for Home Video: The New Year's Concert 1987,19.08,Symphonies
80,Herbert Von Karajan - His Legacy for Home Video - Beethoven Symphony No. 9 choral,9.28,Symphonies
81,"Vivaldi - The Four Seasons / Von Karajan, Mutter, Berlin Philharmonic",11.98,Symphonies
82,Charlotte Church - Voice of an Angel in Concert,11.98,Classical
83,Mariah Carey - Around the World,10.97,Dance & Electronic
84,New Kids On The Block: Greatest Hits - The Videos,11.89,Rock
85,Elmopalooza [VHS],5.9,Children's Music
86,Tony Bennett - MTV Unplugged: The Video,11.98,Traditional Pop
87,Message to Love - The Isle of Wight Festival,9.98,Pop
88,The Wildlife Concert,11.98,Singer-Songwriters
89,Nine Inch Nails - Closure [VHS],47.98,Alt Industrial
90,Marilyn Manson - Dead to the World [VHS],0.0,Alternative Rock
91,Nosferatu: The First Vampire [VHS],0.0,Alternative Metal
92,Dreamland: World Lullabies &amp; Soothing Songs,27.98,Lullabies
93,Tibetan Meditation Music,13.62,Healing
94,Hudson River Wind Meditations,19.72,Meditation
95,Handel: Messiah - The Complete Work,11.56,Christian
96,Panic of Girls (Fan Pack),19.88,New Wave
97,Chickenfoot III: Classic Rock Special Edition,9.49,Hard Rock
98,Apocalyptic Love: UK Fan Pack Edition,12.49,Rock
99,Clockwork Angels: UK Fan Pack,11.49,Hard Rock
100,The Best of Victor Borge Acts I and II [VHS],4.97,Classical
101,Brian Regan Live,12.01,Comedy & Spoken Word
102,Blue Guitars,57.28,Blues
103,Return of the Fabulous Hofner Bluenotes,58.68,Blues
104,Live Wire / Blues Power,8.99,Blues
105,Dorje Ling,4.95,Meditation
106,Turn Off the Radio Mixtape 1,24.98,Pop
107,Memory of Trees,9.49,Celtic New Age
108,Flyleaf [With DVD],13.99,Christian
109,Comatose,15.27,Rock & Alternative
110,See the Morning,13.99,Praise & Worship
111,Blood of the Snake,9.49,Pop
112,Lark's Tongues in Aspic,11.88,Pop
113,He Touched Me: The Gospel Music of Elvis Presley,19.61,Southern Gospel
114,Transformed Man,5.94,Spoken Word
115,Children of Theatre Street [VHS],10.74,Classical
116,The Bolshoi Ballet Company in The Ultimate Swan Lake [VHS],2.01,Classical
117,Janis: The Way She Was [VHS],42.55,Blues Rock
118,Pack Up the Plantation [VHS],0.0,Album-Oriented Rock (AOR)
119,Live By the Bay [VHS],29.99,Singer-Songwriters
120,The Doors - Live at the Hollywood Bowl [VHS],6.59,Psychedelic Rock
121,The Grateful Dead Movie [VHS],14.39,Album-Oriented Rock (AOR)
122,Un Ballo in Maschera [VHS],9.99,Classical
123,Charlotte's Web,10.98,Children's Music
124,"Race for Your Life, Charlie Brown!",11.89,Children's Music
125,"Puccini - Manon Lescaut / Levine, Scotto, Domingo, Metropolitan Opera [VHS]",24.96,Classical
126,Kiss - eXposed [VHS],29.99,Metal
127,Judas Priest...live! [VHS],0.0,New Wave
128,David Gilmour [VHS],13.96,Progressive Rock
129,Simon and Garfunkel - The Concert in Central Park [VHS],8.99,Singer-Songwriters
130,Led Zeppelin - The Song Remains the Same [VHS],4.0,Album-Oriented Rock (AOR)
131,AC/DC - Let There Be Rock [VHS],8.24,Album-Oriented Rock (AOR)
132,Sign O the Times [VHS],0.0,Dance & Electronic
133,The Bolshoi Ballet Company in Giselle [VHS],29.99,Classical
134,New Faces [VHS],15.78,Soundtracks
135,Crazy Nights [VHS],0.0,Metal
136,The Beatles - Magical Mystery Tour [VHS],13.88,British Invasion
137,Prokofiev - Romeo and Juliet (Royal Ballet) [VHS],8.99,Classical
138,Moonwalker [VHS],17.99,Dance Pop
139,Rush: A Show of Hands [VHS],18.87,Album-Oriented Rock (AOR)
140,The Police Synchronicity Concert [VHS],19.68,New Wave
141,Yesterday Once More [VHS],35.0,Soft Rock
142,The Ladies Sing the Blues [VHS],1.5,Vocal Blues
143,Little Humpbacked Horse [VHS],14.99,Classical
144,Pink Floyd In Concert: Delicate Sound Of Thunder [VHS],0.0,Progressive Rock
145,Around the World [VHS],0.0,New Wave
146,Pink Floyd - Live at Pompeii [VHS],0.0,Album-Oriented Rock (AOR)
147,See the Light-Live From London [VHS],15.28,Electric Blues
148,We're All Devo [VHS],0.0,Post-Punk
149,Special Bulletin (TV-Movie) [VHS],0.0,Instructional
150,Sing Along Songs - Disneyland Fun [VHS],15.99,Disney
151,The Carl Stalling Project,7.59,Children's Music
152,Maiden England [VHS],34.43,New Wave
153,Thelonius Monk - Straight No Chaser [VHS],19.99,Jazz
154,Roland Petit's Ballet of Carmen [VHS],19.99,Classical
155,Past to Present [VHS],0.0,Album-Oriented Rock (AOR)
156,"The Highwaymen - Willie, Waylon, Cash &amp; Kris - Live [VHS]",14.98,Classic Country
157,The Wall-Live in Berlin [VHS],10.75,Album-Oriented Rock (AOR)
158,Live Three Ways Video [VHS],0.0,Jazz
159,Stevie Ray Vaughan and Double Trouble: Pride &amp; Joy [VHS],9.98,Electric Blues
160,Legend of a Band - The Story of the Moody Blues [VHS],3.5,British Invasion
161,The Judds - Love Can Build a Bridge [VHS],9.49,Outlaw Country
162,Live in Japan [VHS],0.0,Album-Oriented Rock (AOR)
163,Coroner - 1990 No More Color Tour Live in East Berlin [VHS],34.85,Thrash & Speed Metal
164,Tina Turner: Live from Barcelona 1990 (Do You Want Some Action) [VHS],32.83,Soul
165,The Wind in the Willows: The Ghost At Mole End and other stories [VHS],9.35,Children's Music
166,Disney Movietoons Presents: Ducktales The Movie: Treasure Of The Lost Lamp [VHS],8.93,Disney
167,Bob Marley and the Wailers: Live! At the Rainbow [VHS],4.5,Reggae
168,200 Motels [VHS],2.99,Alternative Rock
169,Girl Groups [VHS],29.88,Doo Wop
170,Phantom Tollbooth [VHS],25.88,Children's Music
171,Tex Avery's Screwball Classics [VHS],0.0,Children's Music
172,Traffic - Live at Santa Monica [VHS],11.88,Progressive Rock
173,Prince Igor [VHS],12.59,Classical
174,Eurythmics: Greatest Hits [VHS],8.95,New Wave
175,U2 Live at Red Rocks: Under a Blood Red Sky [VHS],24.94,Alternative Rock
176,Donna Summer: A Hot Summer Night [VHS],0.0,R&B
177,Dire Straits: Alchemy Live [VHS],14.99,Album-Oriented Rock (AOR)
178,"Verdi - La Traviata / Patane, Moffo, Bonisolli, Rome Opera House [VHS]",27.64,Classical
179,Dice Rules [VHS],9.75,Comedy & Spoken Word
180,The Beatles - The First U.S. Visit [VHS],20.33,British Invasion
181,Verdi - Aida - The Metropolitan Opera/James Levine [VHS],25.0,Classical
182,Stevie Ray Vaughan - Live at the El Mocambo [VHS],3.6,Contemporary Blues
183,Rude Boy [VHS],6.98,Punk
184,Patti Labelle: Live in New York [VHS],25.99,Dance & Electronic
185,Richard Scarry's Best Counting Video Ever !,13.03,Children's Music
186,Pet Shop Boys Videography: The Singles Collection on Video [VHS],25.41,Alternative Rock
187,Mad Dogs &amp; Englishmen [VHS],19.68,Blues Rock
188,Live Baby Live [VHS],13.21,New Wave
189,Frank Sinatra - A Man and His Music + Ella + Jobim [VHS],8.87,Swing Jazz
190,Frank Sinatra - A Man and His Music - Part 2 [VHS],33.75,Swing Jazz
191,Jimi Plays Berkeley [VHS],9.92,Metal
192,Don't Look Back: 1965 UK Tour [VHS],2.58,Contemporary Folk
193,"Paul Simon: Concert In The Park: August 15th, 1991 [VHS]",0.0,Singer-Songwriters
194,Moonshadows [VHS],14.25,Celtic New Age
195,Metallica - Cliff 'Em All [VHS],0.0,Thrash & Speed Metal
196,Motley Crue: Decade of Decadence '81-'91 [VHS],29.99,Pop Metal
197,Tango in the Night [VHS],0.0,Rock
198,24 Nights [VHS],25.0,Blues Rock
199,Madonna - The Immaculate Collection [VHS],12.49,Dance & Electronic
200,Madonna [VHS],10.39,Dance & Electronic
201,Prince and the Revolution; Live [VHS],0.0,Dance & Electronic
202,Madonna Live-The Virgin Tour (1985) [VHS],24.6,Dance & Electronic
203,Van Halen Live Without a Net [VHS],9.86,Metal
204,Live From the Grand Canyon [VHS],12.15,Soft Rock
205,The Rolling Stones - Gimme Shelter [VHS],27.98,Album-Oriented Rock (AOR)
206,The Weavers: Wasn't That a Time! [VHS],0.0,Traditional Folk
207,From There to Eternity [VHS],11.93,New Wave
208,Ziggy Stardust &amp; The Spiders From Mars - The Motion Picture [VHS],0.0,Proto Punk
209,Extreme Closeup [VHS],0.0,Metal
210,EXILE,7.18,Alternative Rock
211,Bangles Greatest Hits [VHS],0.0,Jangle Pop
212,Hank Williams Sr.: The Show He Never Gave [VHS],7.95,Classic Country
213,Mozart - Die Zauberflote / Magic Flute [VHS],9.48,Classical
214,Liza Live From Radio City Music Hall [VHS],9.0,Traditional Pop
215,Story Vol 2 - 1978-1992 [VHS],0.0,Metal
216,Great Rock N Roll Swindle [VHS],16.99,British Punk
217,"Verdi - La Traviata / Rudel, Sills, Price, Fredricks, Wolf Trap Festival [VHS]",6.49,Classical
218,Guns N' Roses - Use Your Illusion I (World Tour 1992 in Tokyo) [VHS],9.76,Metal
219,Sondheim - A Celebration at Carnegie Hall [VHS],5.88,Classical
220,First Easter Rabbit [VHS],34.98,Children's Music
221,"Donizetti - Roberto Devereux / Julius Rudel, NYCO [VHS]",8.96,Classical
222,Return of Spinal Tap [VHS],20.99,Comedic Music
223,Night at Red Rocks [VHS],6.88,British Invasion
224,1991: Year Punk Broke [VHS],16.58,American Alternative
225,Care Bears Movie 2 [VHS],9.81,Children's Music
226,Farewell Concert [VHS],19.99,Album-Oriented Rock (AOR)
227,Konfidential [VHS],16.5,Arena Rock
228,Rainbow Brite And The Star Stealer [VHS],44.99,Children's Music
229,Pat Metheny Group: More Travels [VHS],0.0,Bebop
230,Concert for Bangladesh [VHS],41.97,Album-Oriented Rock (AOR)
231,Superman and the Mole Men [VHS],0.0,Children's Music
232,Life Promise Pride Love [VHS],8.0,Jazz
233,World According to John Coltrane [VHS],7.0,Avant Garde & Free Jazz
234,Bob Dylan - The 30th Anniversary Concert Celebration [VHS],19.88,Contemporary Folk
235,Star [VHS],12.16,Soundtracks
236,"The Gershwins' Porgy &amp; Bess / Rattle, White, Haymon, Glyndebourne Opera [VHS]",29.98,Classical
237,Hits Collection [VHS],10.0,Dance & Electronic
238,Rust Never Sleeps [VHS],18.97,Album-Oriented Rock (AOR)
239,Sarah Vaughan: The Divine One [VHS],24.95,Bebop
240,Sacred Fire [VHS],20.99,Blues Rock
241,Dream Theater 'Images and Words - Live in Tokyo' [VHS],20.55,Metal
242,Michael Jackson - Dangerous: The Short Films [VHS],15.39,Dance & Electronic
243,Greatest Hits Tour [VHS],8.75,Adult Contemporary
244,"Snoopy Double Feature Vol. 2 (He's Your Dog/It's Flashbeagle, Charlie Brown) [VHS]",0.0,Children's Music
245,Peanuts: Easter Beagle Charlie Brown [VHS],2.97,Children's Music
246,Iron Maiden - Raising Hell [VHS],0.0,New Wave
247,Paul Is Live [VHS],2.76,Rock
248,The Last Unicorn [VHS],14.95,Children's Music
249,The Temptations - Live in Concert [VHS],17.98,Soul
250,'68 Comeback: NBC-TV Special [VHS],9.99,Pop
251,U2 - Zoo TV Live from Sydney [VHS],19.99,Alternative Rock
252,The Cranberries - Live [VHS],4.99,Alternative Rock
253,Sesame Street - The Best of Elmo [VHS],5.92,Children's Music
254,Charlie Brown Thanksgiving [VHS],11.22,Children's Music
255,Peanuts: Be My Valentine Charlie Brown [VHS],6.11,Children's Music
256,The Secret of NIMH [VHS],4.25,Children's Music
257,Percy's Ghostly Trick [VHS],18.92,Children's Music
258,Barbra - The Concert : Live at Arrowhead Pond [VHS],3.39,Adult Contemporary
259,Peter Gabriel - Secret World Live [VHS],9.88,Album-Oriented Rock (AOR)
260,Sade Live Concert [VHS],35.99,Jazz
261,Sympathy for the Devil [VHS],39.95,Rock
262,Dead Can Dance - Toward the Within [VHS],9.0,Dream Pop
263,"Kate Bush: The Line, the Cross &amp; The Curve [VHS]",0.0,Progressive Rock
264,No Quarter: Music of Page &amp; Plant [VHS],2.29,Album-Oriented Rock (AOR)
265,Aerosmith: Big Ones You Can Look at [VHS],42.99,Metal
266,"Nirvana, Live Tonight Sold Out [VHS]",12.75,Alternative Rock
267,Queen: Live at Wembley '86 [VHS],10.73,Metal
268,The Lion King [VHS],5.75,Disney
269,Rhythm Nation 1814 by Janet Jackson (CD),9.49,Dance Pop
270,Spirit of the Eagle [VHS],7.99,Children's Music
271,Mind's Eye [VHS],0.0,Meditation
272,I Hate to Exercise I Love to Tap [VHS],29.99,Instructional
273,The Monkees - Head [VHS],14.99,Psychedelic Rock
274,Horowitz In Moscow [VHS],9.0,Classical
275,The Keith Jarrett Trio Concert Live at Open Theater East 1993 [VHS],9.48,Bebop
276,Live on the Sunset Strip [VHS],3.95,Comedy & Spoken Word
277,Michael Jackson: HIStory: Video Greatest Hits [VHS],39.98,Dance & Electronic
278,Pink Floyd - Pulse [VHS],14.98,Album-Oriented Rock (AOR)
279,The Swan Princess [VHS],4.65,Children's Music
280,Wrong Trousers [VHS],1.95,Children's Music
281,Cyndi Lauper: Twelve Deadly Cyns [VHS],9.98,New Wave
282,Dead Ahead [VHS],2.99,Album-Oriented Rock (AOR)
283,Live Intrusion [VHS],30.0,Thrash & Speed Metal
284,Design of a Decade: G.H. [VHS],3.88,Dance & Electronic
285,"Tchaikovsky - The Nutcracker / Collier, Dowell, Royal Ballet Covent Garden [VHS]",3.5,Classical
286,Alan Jackson: The Greatest Hits Video Collection [VHS],11.07,Neotraditional
287,Voodoo Lounge [VHS],19.95,Rock
288,Queen - Champions of the World [VHS],41.9,Album-Oriented Rock (AOR)
289,Fantasy: Live at Madison Square Garden [VHS],4.4,Dance & Electronic
290,The Red Balloon [VHS],3.33,Children's Music
291,Kiss Unplugged [VHS],0.0,Arena Rock
292,Riverdance - The Show [VHS],12.0,Dance Pop
293,Sesame Street - Elmocize [VHS],9.95,Children's Music
294,Ain't It Dead Yet [VHS],14.96,Alt Industrial
295,Muppet Treasure Island [VHS],7.49,Children's Music
296,Annie Lennox: Live in Central Park [VHS],9.75,Dance & Electronic
297,All Dogs Go to Heaven 2 [VHS],1.95,Children's Music
298,Sesame Street - Monster Hits! [VHS],2.99,Children's Music
299,"Farewell: Live From the Universal Amphitheatre, Halloween 1995 [VHS]",21.65,New Wave
300,Goosebumps - A Night in Terror Tower [VHS],5.0,Children's Music
301,Grateful Dead: New Year's Eve [VHS],8.0,Folk Rock
302,"Mark Knopfler, A Night in London [VHS]",9.99,Rock
303,Sleeping Beauty [VHS],32.95,Classical
304,Rolling Stones Rock &amp; Roll Circus [VHS],5.49,Psychedelic Rock
305,Blood Brothers [VHS],4.5,Album-Oriented Rock (AOR)
306,Letters From Porcupine [VHS],21.38,Alternative Rock
307,Fleetwood Mac - The Early Years [VHS],5.99,Blues Rock
308,Sesame Street - Get Up and Dance [VHS],15.65,Children's Music
309,Coppelia [VHS],50.5,Classical
310,Lord of the Dance [VHS],3.96,Celtic New Age
311,"Verdi - Otello / Solti, Domingo, Te Kanawa, Royal Opera Covent Garden [VHS]",18.99,Classical
312,"Tchaikovsky - The Sleeping Beauty / Durante, Solymosi, Dowell, Royal Ballet [VHS]",40.0,Classical
313,Korn - Who Then Now? [VHS],14.88,Alternative Metal
314,Fun and Fancy Free (Fully Restored 50th Anniversary Limited Edition) (Walt Disney's Masterpiece)  [VHS],2.48,Disney
315,Pooh's Grand Adventure - The Search for Christopher Robin [VHS],7.45,Disney
316,"Verdi - Aida / Maazel, Chiara, Pavarotti, La Scala [VHS]",4.41,Classical
317,"Puccini - La Boh&egrave;me / Severini, Pavarotti, Freni, San Francisco Opera [VHS]",14.95,Classical
318,Lohengrin [VHS],18.98,Classical
319,"Johann Strauss - Die Fledermaus / Bonynge, Cox, Ashton, Royal Opera [VHS]",49.35,Classical
320,"Lehar - The Merry Widow / Bonynge, Sutherland, Stevens, Opera Australia [VHS]",7.21,Classical
321,Elvis on Tour [VHS],2.0,Pop
322,Elvis - The Lost Performances [VHS],3.09,Rock
323,Kid Galahad [VHS],0.95,Classic Rock
324,Live a Little Love a Little [VHS],8.9,Rock
325,"Speedway, Elvis Commemorative Collection [VHS]",6.95,Pop
326,Alanis Morissette: Jagged Little Pill - Live [VHS],2.85,American Alternative
327,Keppel Road - The Life and Music of the Bee Gees [VHS],0.0,Adult Contemporary
328,The Original Three Tenors Concert,24.7,Classical
329,Eric Clapton - Unplugged,18.99,Acoustic Blues
330,Madonna - The Girlie Show (Live Down Under),29.99,Dance & Electronic
331,R.E.M.: Road Movie,12.65,Alternative Rock
332,Jerry Herman's Broadway at the Hollywood Bowl,19.58,Vocal Pop
333,Casper - A Spirited Beginning [VHS],2.0,Children's Music
334,Tchaikovsky - Swan Lake,18.25,Classical
335,Aida [VHS],17.77,Classical
336,Fleetwood Mac: The Dance   [VHS],5.55,Adult Contemporary
337,Queen - We Will Rock You,31.9,Album-Oriented Rock (AOR)
338,Badfinger,17.71,Power Pop
339,Paul McCartney - In the World Tonight [VHS],7.88,Rock
340,George Strait: Live [VHS],19.99,Neotraditional
341,Yanni - Tribute [VHS],0.96,Jazz
342,"Hanson - Tulsa, Tokyo &amp; the Middle of Nowhere [VHS]",12.42,Rock
343,Andrea Bocelli - A Night in Tuscany [VHS],0.96,Classical
344,Cinderella [VHS],7.89,Disney
345,Monolith of Death Tour Live 96/97 [VHS],11.0,Metal
346,"Judy, Frank &amp; Dean - The Legendary Concert [VHS]",14.52,Traditional Pop
347,Judy Garland - Live at the London Palladium [VHS],2.88,Traditional Pop
348,John Denver - Montana Christmas Skies [VHS],9.83,Christmas
349,Classic Albums - The Grateful Dead: Anthem to Beauty [VHS],3.57,Album-Oriented Rock (AOR)
350,Classic Albums - Fleetwood Mac: Rumours [VHS],8.96,Adult Contemporary
351,Billy Joel - Live at Yankee Stadium,11.98,Album-Oriented Rock (AOR)
352,Kenny Loggins: Outside from the Redwoods,13.78,Soft Rock
353,"Billy Joel - Greatest Hits, Volume 3: The Video",11.32,Singer-Songwriters
354,Classic Albums - Paul Simon: Graceland [VHS],11.68,Adult Contemporary
355,Earth Wind &amp; Fire - Live in Japan,9.99,Vocal Pop
356,Sarah Brightman: In Concert [VHS],0.57,Vocal Pop
357,All Access [VHS],9.88,Adult Contemporary
358,Lynyrd Skynyrd - Lyve from Steel Town [VHS],6.99,Album-Oriented Rock (AOR)
359,John Fogerty: Premonition,99.99,Vocal Pop
360,Hated [VHS],19.99,American Alternative
361,Smokey Robinson - The Greatest Hits Live,11.46,Vocal Pop
362,Music for Montserrat,9.99,Rock
363,Andrew Lloyd Webber: The Royal Albert Hall Celebration [VHS],3.95,Soundtracks
364,Anderson Bruford Wakeman Howe: An Evening of Yes Music Plus,10.0,Progressive Rock
365,Goosebumps - One Day at Horrorland Part 1 &amp; 2 [VHS],23.21,Children's Music
366,Yes - Yessongs,9.73,Album-Oriented Rock (AOR)
367,Mozart - Don Giovanni / Giorgio Strehler &middot; Riccardo Muti &middot; T. Allen &middot; E. Gruberova &middot; Teatro alla Scala,70.95,Classical
368,"Mozart - Cosi Fan Tutte / Muti, Dessi, Ziegler, Teatro alla Scala",17.99,Classical
369,Cilea - Adriana Lecouvreur / Lamberto Puggelli &middot; Gianandrea Gavazzeni &middot; Mirella Freni &middot; Fiorenza Cossotto &middot; Teatro alla Scala,34.99,Classical
370,Isle of Wight,13.98,Rock
371,Giacomo Puccini - La Boh&egrave;me / Franco Zeffirelli &middot;  James Levine -  T. Stratas &middot;  R. Scotto &middot;  J. Carreras &middot;  MET,19.3,Classical
372,"Puccini - Tosca / Sinopoli, Zeffirelli, Domingo, Behrens, MET",21.79,Classical
373,"Cooper, Alice / Prime Cuts",11.98,Metal
374,Puccini - La Fanciulla Del West,12.99,Classical
375,Verdi - Attila / J&eacute;r&ocirc;me Savary &middot; Riccardo Muti &middot; Samuel Ramey &middot; Teatro alla Scala,15.96,Classical
376,Blue Oyster Cult - Live 1976,12.32,Album-Oriented Rock (AOR)
377,Live in Europe,29.99,Proto Punk
378,Across From Midnight,14.95,Soft Rock
379,Richard Pryor - Live in Concert,6.14,Comedy & Spoken Word
380,The Allman Brothers Band: Brothers of the Road,11.88,Album-Oriented Rock (AOR)
381,Rossini - La donna del lago / Werner Herzog &middot; Riccardo Muti &middot; June Anderson &middot; Teatro alla Scala,17.99,Classical
382,Eurythmics: Sweet Dreams - Video Album,16.19,New Wave
383,Wagner - Parsifal,47.69,Classical
384,Stevie Nicks: Live At Red Rocks (Image),11.78,Album-Oriented Rock (AOR)
385,The Who - Live at the Isle of Wight Festival 1970,14.79,Album-Oriented Rock (AOR)
386,The Rolling Stones - Bridges to Babylon 1998 [VHS],8.64,Rock
387,Mannheim Steamroller - Christmas Live,20.13,Christmas
388,Unplugged [VHS],3.55,Album-Oriented Rock (AOR)
389,Bon Jovi: Live from London,16.96,Rock
390,U2 - Popmart [VHS],8.99,Post-Punk
391,Lord of the Dance: Feet of Flames [VHS],5.8,Celtic New Age
392,Guns N' Roses - Welcome to the Videos [VHS],14.81,Metal
393,Out of the Blue: Live &amp; Discovery,11.78,Album-Oriented Rock (AOR)
394,Backstreet Boys - A Night Out with the Backstreet Boys [VHS],1.89,Adult Contemporary
395,N the Mix [VHS],19.0,Adult Contemporary
396,Rainbow Bridge,13.98,Album-Oriented Rock (AOR)
397,Cunning Stunts,52.5,Thrash & Speed Metal
398,A Night With Lou Reed,14.99,Proto Punk
399,The Jazz Channel Presents Keiko Matsui (BET on Jazz),19.97,Jazz
400,Tori Amos: Complete Videos: 1991-1998 [VHS],4.25,Alternative Rock
401,The 3 Tenors: Paris 1998,17.98,Classical
402,Bjork - Live at Shepherd's Bush Empire [VHS],5.0,Alternative Rock
403,King Crimson: Deja Vroom,25.88,Vocal Pop
404,America - The Best of MusikLaden Live,7.5,Contemporary Folk
405,Sultans of Swing - The Very Best of Dire Straits [VHS],18.99,Album-Oriented Rock (AOR)
406,Steve Vai - Alien Love Secrets,15.78,Metal
407,Bee Gees - One Night Only,2.99,Adult Contemporary
408,VeggieTales - Very Silly Songs! [VHS],17.94,Children's Music
409,Yes - Live in Philadelphia,14.18,Album-Oriented Rock (AOR)
410,Sarah McLachlan: Video Collection 1989-1998,10.78,Alternative Rock
411,Janet Jackson - The Velvet Rope Tour,5.69,Dance & Electronic
412,Frank Sinatra - A Man and His Music,22.98,Easy Listening
413,Frank Sinatra - Sinatra: The Main Event,14.26,Traditional Pop
414,Madonna - Ciao Italia: Live from Italy,29.99,Dance & Electronic
