asin, reviewerID, overall, unixReviewTime
B000068O1N,A3JUQ2E799OC5B,5.0,1297728000
B000068O1N,A2PN3GY7I3EKC1,5.0,1381190400
B000068O3D,A1FCX548TD6DLP,5.0,1395792000
B000068O3D,A35D9ODUCAMF5G,5.0,1359158400
B000068O3D,A3UETHIJBL6MCV,5.0,1329350400
B000068O3D,A2Y8JW5NSY95OL,5.0,1368230400
B000068O3D,A3FW4THIMBIN6V,4.0,1346630400
B000068O3D,AT09WGFUM934H,5.0,1384300800
B000068O3D,A1NAA1R38JSNHV,5.0,1357257600
B000068O3X,A1F4KCBVDP8S25,5.0,1327881600
B000068O3X,A4BTCECGQAIUI,4.0,1375747200
B000068O3X,AROOYR32BS1VL,4.0,1369440000
B000068O3X,A2F2L5F9OWWVY6,5.0,1360454400
B000068O3X,A3PL8ENSYWS1PZ,5.0,1394928000
B000068O3X,A23BIOQUMRC7K5,5.0,1359504000
B000068O3X,A27DR1VO079F1V,5.0,1392768000
B000068O3X,A3OZC468867FW8,4.0,1355875200
B000068O3X,AJ3MI4QT7339J,5.0,1403913600
B000068O3X,A3OJ0RGAECAGH8,5.0,1296172800
B000068O3X,A22LLQ00V32YZJ,4.0,1399334400
B000068O3X,A1N06X05VZWO5Y,5.0,1392854400
B000068O3X,A2LBHMQ3142G3S,5.0,1289606400
B000068O3X,AEG2MOBNK5KCA,5.0,1374192000
B000068O3X,A3V1A3C9DTLPME,5.0,1336262400
B000068O3X,A3200TEQBFSDRX,5.0,1398643200
B000068O3X,AFLRU6952DEFX,5.0,1403568000
B000068O4H,A3HLW3G0TA8GX1,4.0,1392076800
B000068O4H,A9J03MF2689TS,5.0,1326240000
B000068O4H,AQFOCVEBDCYU9,5.0,1375228800
B000068O4H,A3GSBNVP2LPFRB,5.0,1393545600
B000068O4H,A37U8NH2CD9EDX,4.0,1363737600
B000068O4H,A1M957IA3QNX7X,4.0,1363651200
B000068O4H,AEN6KDJ3AJDK6,2.0,1388361600
B000068O4H,A17CU1D2CWXOHB,5.0,1397606400
B000068O4H,ALHC64J88LVWO,5.0,1383436800
B000068O4H,AKDQONDXN72MW,5.0,1383004800
B000068O59,A3HLW3G0TA8GX1,4.0,1392076800
B000068O59,A3M05N9UWHIXUI,5.0,1354320000
B000068O59,A28P7V9KI7MXP,5.0,1369094400
B000068O59,A26JHKA8SNXV6P,4.0,1370649600
B000068O59,A1VHCO8RQFIGQJ,5.0,1362355200
B000068O59,A2RS66Y79Q8X0W,5.0,1396310400
B00006LVEU,A2H5GRB3XXEBX0,5.0,1383264000
B00006LVEU,A1LS2UXHG1BYRG,5.0,1349308800
B00006LVEU,A3HCK3UXD6WS4G,5.0,1366848000
B00006LVEU,A2WT46GVYE1ZDD,3.0,1381190400
B00006LVEU,A2EZWZ8MBEDOLN,5.0,1390867200
B00006LVEU,A2BRXREMT5WZJ0,5.0,1396483200
B00006LVEU,A1L7M2JXN4EZCR,4.0,1399593600
B00006LVEU,A3EUD541ZM0R0R,5.0,1396569600
B00006LVEU,AMNTZU1YQN1TH,5.0,1389139200
B00006LVEU,AXWB93VKVML6K,5.0,1371340800
B00006LVEU,A19JA9J3BFBKNO,3.0,1402358400
B00006LVEU,AKYDGCKCY7H9F,5.0,1306454400
B00006LVEU,AKLDKUON6YY0X,5.0,1381363200
B00006LVEU,A2SH4497XM1HET,5.0,1374278400
B00009W40D,A1LQC225SE8UNI,5.0,1392595200
B00009W40D,A2QDVOUXE4PYIM,5.0,1326240000
B00009W40D,A12YXGXV4MATDS,4.0,1395100800
B00009W40D,A1RHGZOBDC3WQF,5.0,1393718400
B00009W40D,A6FIAB28IS79,4.0,1244332800
B00009W40D,A20EZ7E8WUH2GZ,4.0,1325203200
B00009W40G,A3HLW3G0TA8GX1,4.0,1392076800
B00009W40G,A1FI4UL6C50NZJ,4.0,1331424000
B00009W40G,A223S6N0DBQBHP,5.0,1325894400
B00009W40G,A10KH8EN77ZKWH,4.0,1330992000
B00009W40G,A34LQ791ACZ0JC,4.0,1356566400
B00009W40G,A31XY5BETE8DUC,3.0,1356480000
B0000AQRSR,A1C92KYEEU1T0G,4.0,1356048000
B0000AQRSR,A2JN6080LXS12H,4.0,1404345600
B0000AQRSR,A2EWLWNMF65J5X,5.0,1353369600
B0000AQRSR,A1K8E597YAFQQG,5.0,1396396800
B0000AQRSR,A2N4QZ92NBKJZZ,4.0,1386374400
B0000AQRSS,A3TJMZ2YFNECYN,4.0,1302307200
B0000AQRSS,A2MR43RDPZX3J,4.0,1401062400
B0000AQRSS,A3VVKC910FN4EK,5.0,1288051200
B0000AQRSS,A3IICSS30MRX9M,5.0,1297900800
B0000AQRSS,A34LQ791ACZ0JC,4.0,1251849600
B0000AQRSS,A6FIAB28IS79,4.0,1245974400
B0000AQRSS,A18X6ZT4AEYVKB,5.0,1387756800
B0000AQRST,A2LSR40ZH18TPH,5.0,1342569600
B0000AQRST,A7E0CJH464L82,5.0,1380758400
B0000AQRST,A2KI91IR3RA7D0,5.0,1147651200
B0000AQRST,A2DKLC2FJTY9OI,5.0,1384387200
B0000AQRST,A1MI9FDCNB3CMR,5.0,1140912000
B0000AQRST,A37AQI4AU3JWSR,5.0,1381708800
B0000AQRST,A37U8NH2CD9EDX,5.0,1363737600
B0000AQRST,A319B090A2POEB,4.0,1350604800
B0000AQRST,A34IJACMU8C3IM,4.0,1229126400
B0000AQRST,A217QN6PDMKS1A,5.0,1381276800
B0000AQRST,A32E8LG6I4W2AI,4.0,1365811200
B0000AQRSU,AXABTEYS7A4A8,5.0,1389312000
B0000AQRSU,A67OJZLHBBUQ9,5.0,1374537600
B0000AQRSU,A1BN3DBBWLMT6V,5.0,1387152000
B0000AQRSU,A3AOB0VF6H0IF4,4.0,1327795200
B0000AQRSU,A3DDZ2SENG07MS,4.0,1325808000
B0000AQRSU,A2KI91IR3RA7D0,4.0,1147737600
B0000AQRSU,A18P5I03P4U8AI,5.0,1402358400
B0000AQRSU,A1AFH79R6W1QOQ,5.0,1360022400
B0000AQRSU,A18C03TA8N26L4,5.0,1309910400
B0000AQRSU,AQFOCVEBDCYU9,5.0,1379116800
B0000AQRSU,A1XXS0OSY2JLHW,5.0,1356393600
B0000AQRSU,A319B090A2POEB,4.0,1350604800
B0000AQRSU,AW6A4PPENVZY3,4.0,1396569600
B0000AQRSU,A34IJACMU8C3IM,4.0,1229126400
B0000AQRSU,A6FIAB28IS79,5.0,1245110400
B0000AQRSU,A2INSN8Z69R0FK,4.0,1379203200
B0000AQRSU,A32E8LG6I4W2AI,4.0,1365811200
B000165DSM,AJK15Q9JOEHRH,5.0,1305072000
B000165DSM,A1ESUYMIG3TZT0,5.0,1303257600
B000165DSM,AKSFZ4G1AXYFC,4.0,1321574400
B000165DSM,A3AOB0VF6H0IF4,1.0,1359244800
B000165DSM,A27DR1VO079F1V,1.0,1392768000
B000165DSM,A1L7M2JXN4EZCR,4.0,1391904000
B000165DSM,A203OCQQ12MAVT,5.0,1272326400
B000165DSM,A12YXGXV4MATDS,5.0,1395100800
B000165DSM,AQZ7HGW2FF4ED,4.0,1290211200
B000165DSM,A3E6FHS8DV037H,5.0,1362009600
B000165DSM,A3M48SSAOTBSMW,4.0,1360281600
B000165DSM,A1K45HFFFDNP1A,4.0,1311811200
B000165DSM,A12N7TJQR2RB9W,4.0,1279497600
B000165DSM,A2CPP7BZKOF9TP,5.0,1366502400
B000165DSM,AOINAOO0NQRGN,4.0,1337558400
B000165DSM,A3DGMJN91IUKGU,5.0,1362268800
B000165DSM,A3IZF3M92E7SI2,5.0,1357948800
B000165DSM,A3EU3ET85O8ZFX,5.0,1325289600
B0001FTVD6,AJK15Q9JOEHRH,5.0,1334275200
B0001FTVD6,A2QJQ3HSJB4NS,5.0,1358035200
B0001FTVD6,A1MVH1WLYDHZ49,4.0,1383523200
B0001FTVD6,ARID6HRKRWGFW,5.0,1383523200
B0001FTVD6,A35D9ODUCAMF5G,5.0,1382054400
B0001FTVD6,A1A64ANBPFSAT4,5.0,1350864000
B0001FTVD6,A1RHGZOBDC3WQF,5.0,1393718400
B0001FTVD6,A37AQI4AU3JWSR,5.0,1355788800
B0001FTVD6,AUK79PXTAOJP9,5.0,1373241600
B0001FTVD6,A2PN3GY7I3EKC1,5.0,1402963200
B0001FTVD6,A3CSSZ6U5J4YS5,5.0,1403827200
B0001FTVD6,A1S0HTDO0P4N5V,5.0,1364860800
B0002BACB4,A2605LYSN10W9,5.0,1391126400
B0002BACB4,A7TRK2GG6BHWD,5.0,1358035200
B0002BACB4,AGYH5U11ZKPFB,5.0,1348099200
B0002BACB4,A26HM2R5529NYY,5.0,1364083200
B0002BACB4,A1K323WRUBGWC9,5.0,1313107200
B0002BACB4,A17A1KTVI3DG6U,5.0,1248134400
B0002BACB4,A2Z89YMZZJWBHS,5.0,1327449600
B0002CZR3G,A1ARFA1NCN34UV,5.0,1316563200
B0002CZR3G,A2EZWZ8MBEDOLN,3.0,1364515200
B0002CZR3G,AXX6BZDD8K4JL,4.0,1350345600
B0002CZR3G,A3CR1EV98GQ87X,5.0,1324944000
B0002CZR3G,A5ZS85C5V40S8,4.0,1174608000
B0002CZR3G,A3H4FCMNBYS09K,4.0,1370563200
B0002CZSJO,A14VAT5EAX3D9S,5.0,1364860800
B0002CZSJO,A2RVY2GDMZHH4,5.0,1356652800
B0002CZSJO,A109JTUZXO61UY,5.0,1383782400
B0002CZSJO,A3EZEP0FX5BC1P,4.0,1263859200
B0002CZSJO,A1SCWHXAB2ZK7N,5.0,1354752000
B0002CZSJO,AXWI0P2EGDEQT,5.0,1283472000
B0002CZSJO,A26SN2CVQM4FKM,4.0,1402444800
B0002CZSJO,A165EMA3YTIM6A,4.0,1325548800
B0002CZSJO,A1CNDQC2IXGEPN,5.0,1396310400
B0002CZSJO,A1S7QABO64Z554,5.0,1312243200
B0002CZSJO,A1BH17V8BKLES,5.0,1388534400
B0002CZSJO,A1CUB195YB9XKO,5.0,1389657600
B0002CZSJO,A1JVHQXG7GST9J,5.0,1404000000
B0002CZSJO,AZJPNK73JF3XP,4.0,1391731200
B0002CZSJO,A2C7BOQVFH1HLE,5.0,1229644800
B0002CZSJO,A2IN5BKM9IQT6Z,5.0,1372032000
B0002CZSJO,A2XF1IANVPK7F,5.0,1403913600
B0002CZSJO,A22LLQ00V32YZJ,5.0,1404691200
B0002CZSJO,A56EP6FFRH1YT,4.0,1250985600
B0002CZSJO,AFUXETAHFUXFE,5.0,1399852800
B0002CZSJO,A1YA2BPU7CVNJD,4.0,1365206400
B0002CZSJO,A14PY68SX7D5DV,5.0,1315612800
B0002CZSJO,A2J4UAF6RW13WK,5.0,1371600000
B0002CZSJO,AAGD3GA9ZVPLQ,2.0,1379548800
B0002CZSJO,A3D0PD45BHLXFX,3.0,1383436800
B0002CZSJO,A1BTNPMESS99PL,5.0,1274745600
B0002CZSJO,AEN6KDJ3AJDK6,5.0,1375142400
B0002CZSJO,AOINAOO0NQRGN,5.0,1330473600
B0002CZSJY,A26E1V45R24QVC,4.0,1287100800
B0002CZSJY,A2EWLWNMF65J5X,5.0,1339372800
B0002CZSJY,AQES9A9BCJ7CV,5.0,1277942400
B0002CZSJY,AEMC16IPBZORW,5.0,1249776000
B0002CZSJY,A2YTKPGZXFFKVK,4.0,1365206400
B0002CZSJY,A2FGSRTR4XFHMC,5.0,1348185600
B0002CZSJY,A1786LAQ18LHDC,5.0,1356912000
B0002CZSJY,A27UAE2PME5TRV,5.0,1294444800
B0002CZSJY,A1MH0P8PE6AT4P,5.0,1353369600
B0002CZSJY,A2IRI1NFJJJ6MZ,4.0,1364428800
B0002CZSJY,A1VQHH85U7PX0,5.0,1244246400
B0002CZSJY,A3V1A3C9DTLPME,4.0,1310774400
B0002CZSJY,A2D9QW4TY8CFB0,4.0,1359244800
B0002CZSJY,A16Z3HTUIYPDH8,5.0,1363132800
B0002CZSJY,A3GSQE0LXPG9YF,5.0,1337558400
B0002CZSJY,AB0XOMFCYELCK,3.0,1359763200
B0002CZSJY,A3BH9XC0BVO1AG,4.0,1335052800
B0002CZSJY,A3NKSY3I0UW3KK,5.0,1348963200
B0002CZSJY,A3UQS40N3PW18L,5.0,1341360000
B0002CZSJY,AI45J5737CUGY,5.0,1356220800
B0002CZSJY,A18X6ZT4AEYVKB,5.0,1355270400
B0002CZSJY,A3BZ9EP6SSC9MU,5.0,1361664000
B0002CZST4,A12SSZIN555FTL,4.0,1316822400
B0002CZST4,A2PDPIVN721PZ7,5.0,1383955200
B0002CZST4,A5RJ7TM82RH0I,5.0,1375488000
B0002CZST4,A2IN5BKM9IQT6Z,4.0,1372032000
B0002CZST4,A21WZ0YAMX0NLE,5.0,1392508800
B0002CZST4,A2E2CJWPL1YMAR,5.0,1354320000
B0002CZST4,A1AWXXBQRQN13I,5.0,1309219200
B0002CZST4,A1IDPIC36H49JX,5.0,1320796800
B0002CZST4,A1LI9W7A0CYOHV,5.0,1373673600
B0002CZST4,A3EIML9QZO5NZZ,5.0,1339200000
B0002CZST4,AEUG4DYQZJ64Z,5.0,1379980800
B0002CZT0M,A165EMA3YTIM6A,4.0,1332374400
B0002CZT0M,A3M4FU3WQWJHMP,4.0,1377993600
B0002CZT0M,A34G1GTMQGEDUN,5.0,1364169600
B0002CZT0M,AQDHNCD25PFE6,5.0,1326240000
B0002CZT0M,AN73VQ17FZVJ8,5.0,1379289600
B0002CZT0M,A1IDPIC36H49JX,5.0,1320796800
B0002CZT0M,A3ADSZR7QAQ5U,3.0,1386460800
B0002CZT0M,AZBUUKQLYKUCL,4.0,1395878400
B0002CZTIO,A22SZV0N4O2FQM,4.0,1288828800
B0002CZTIO,A1QE7VZE507TO7,5.0,1376870400
B0002CZTIO,AOCBJFQ7UPEOJ,4.0,1376870400
B0002CZTIO,AH0XON4XDOF2C,2.0,1390608000
B0002CZTIO,ALV33FTOC032I,3.0,1365552000
B0002CZTIO,A3USVJXZXK7XRI,3.0,1383091200
B0002CZTIO,A2053ZJUGCKUA5,5.0,1362528000
B0002CZTIO,A2D0F87RY5YMHN,5.0,1354492800
B0002CZTIO,AZE83O4F1IJPR,5.0,1355443200
B0002CZTIO,A10H2F00ZOT8S2,4.0,1362873600
B0002CZTIO,A2VCXIAWCPQ13P,4.0,1346198400
B0002CZTIO,AXP7888CP2222,4.0,1330473600
B0002CZTIO,AGDWVRFL81B4O,5.0,1308960000
B0002CZTIO,A1T4HGVX32QIYC,4.0,1368748800
B0002CZTIO,A1TSW5IJ1LU0RP,5.0,1371513600
B0002CZTIO,ASJAKT8DJIAC5,4.0,1339718400
B0002CZUTM,AN1RO6C6I78YO,5.0,1339804800
B0002CZUTM,A3K96R872MUM3D,5.0,1401753600
B0002CZUTM,A2U1Z3TZ4P76JB,5.0,1393977600
B0002CZUTM,A20L3BCRCICRSQ,3.0,1392854400
B0002CZUTM,A3G5BIFX6VS1OP,5.0,1388793600
B0002CZUTM,A31RULW0KNYJ5H,4.0,1358294400
B0002CZUTM,AG5L0MYSPPWDC,4.0,1395273600
B0002CZUTM,A1SG6JGU7ISEH3,5.0,1326931200
B0002CZUTM,AVDW3OAVWWE05,5.0,1380931200
B0002CZUTM,A2JZTK0WGJCMGN,5.0,1389139200
B0002CZUTM,AMU3EIC4EOPX4,5.0,1376870400
B0002CZUUG,ATL0URQ0KUKGZ,5.0,1339113600
B0002CZUUG,A3DIN9E5QQZ6VT,5.0,1397088000
B0002CZUUG,A1LU9607CVAMIF,4.0,1395360000
B0002CZUUG,A15TYOEWBQYF0X,5.0,1390521600
B0002CZUUG,A3MDQTWO6NOV1U,5.0,1380931200
B0002CZUUG,A3IVULXGE2PB43,5.0,1370908800
B0002CZUUG,A2MMH4O7EDNLCV,5.0,1355011200
B0002CZUUG,A278CZM7C2OO8A,3.0,1393286400
B0002CZUUG,A2RIQKV4OOXME1,3.0,1395532800
B0002CZUUG,A3MRBUCGH66JTY,5.0,1334793600
B0002CZUUG,A2EDYSY4M8TESS,3.0,1379030400
B0002CZUUG,A1GUHIMGFE362L,5.0,1393804800
B0002CZUUG,A2ZGEV4CTSCTIZ,5.0,1389398400
B0002CZUUG,A3CMXRFIWQCBKQ,5.0,1383177600
B0002CZUUG,A2NYK9KWFMJV4Y,5.0,1334620800
B0002CZUUG,A2AAS19L5VE69J,5.0,1234137600
B0002CZUUG,A25ZBYVW8ZINLM,5.0,1369958400
B0002CZUUG,A3KBFCPNQ58YK4,2.0,1393200000
B0002CZUUG,A1UMOYYM8HB2A1,5.0,1378944000
B0002CZUUG,A23AKO4BZLZ8DE,5.0,1317427200
B0002CZUUG,A102MU6ZC9H1N6,5.0,1364256000
B0002CZUUG,A18MMME07XZLYO,5.0,1387497600
B0002CZV46,A3BTH66WVCQAM9,4.0,1379030400
B0002CZV46,AXXGP6UT41KAS,5.0,1315958400
B0002CZV46,A26M5O53PHZTKN,4.0,1322870400
B0002CZV46,A3ARSPDQYDZVNS,5.0,1392681600
B0002CZV46,ALAY8GVFBUQ9L,5.0,1358553600
B0002CZV46,A2Y8JW5NSY95OL,3.0,1368230400
B0002CZV46,A1AUDW7X02EEPJ,5.0,1383091200
B0002CZV46,A3KKTTJACRWL16,5.0,1394236800
B0002CZV46,A3VIIH9ZNJ823H,3.0,1204675200
B0002CZV46,A3AT69S9R8ZWGT,5.0,1373068800
B0002CZV78,A3IKOEE8Z3T6BH,5.0,1313798400
B0002CZV78,A21Q29J3ZWPDNP,5.0,1272499200
B0002CZV78,A2BK5M8IYNF7CV,5.0,1370390400
B0002CZV78,A1EX4410F46C8O,5.0,1303862400
B0002CZV78,A2CMX45JPSCTUJ,5.0,1332374400
B0002CZV78,A2XVE2J5WGCSGX,5.0,1315785600
B0002CZV7I,AW97HQETLQ25Y,4.0,1325376000
B0002CZV7I,A1365RYO0BLEMI,4.0,1336780800
B0002CZV7I,AHCJAJO18KRP1,5.0,1340150400
B0002CZV7I,A2CMX45JPSCTUJ,4.0,1332374400
B0002CZV7I,ADH0O8UVJOT10,4.0,1346112000
B0002CZV7I,A2XVE2J5WGCSGX,5.0,1315785600
B0002CZV82,A22Z554ZQ8NFPC,5.0,1298592000
B0002CZV82,A2EZWZ8MBEDOLN,4.0,1360540800
B0002CZV82,A3J2PKECNUGEHO,5.0,1219449600
B0002CZV82,APB6VJX5CNR5C,5.0,1397692800
B0002CZV82,A21Q29J3ZWPDNP,5.0,1255737600
B0002CZV82,A2B58VXLLOFQKR,1.0,1258070400
B0002CZV82,A2IDOKLAT1MP8X,4.0,1313798400
B0002CZV82,AJBBU53A0X84I,5.0,1375920000
B0002CZV82,A1GMWTGXW682GB,5.0,1332892800
B0002CZV82,A27L5L6I7OSV5B,2.0,1309392000
B0002CZV82,A3KBFCPNQ58YK4,1.0,1392940800
B0002CZV82,A3HEV9M5RNFB3V,4.0,1345161600
B0002CZV82,A3EIML9QZO5NZZ,5.0,1332115200
B0002CZV82,A1N4PW6FTMBUSQ,3.0,1294444800
B0002CZV82,A205483DF7XVDE,5.0,1325462400
B0002CZV82,ADH0O8UVJOT10,4.0,1343174400
B0002CZV82,A3OEBPVLF35YQL,3.0,1350777600
B0002CZV82,A2F92AOWTIUIB,5.0,1394755200
B0002CZV82,AZ0LJNEP2VRD1,5.0,1292716800
B0002CZV82,AUUI1FKERRMV2,5.0,1324339200
B0002CZVA0,AJK15Q9JOEHRH,4.0,1305072000
B0002CZVA0,A1CD7IUM2JRPY1,4.0,1265846400
B0002CZVA0,A3S737ZGWE1GKY,4.0,1314316800
B0002CZVA0,A21Q29J3ZWPDNP,5.0,1270857600
B0002CZVA0,AEMC16IPBZORW,5.0,1192579200
B0002CZVA0,A3MXU3CH4BJ465,5.0,1299024000
B0002CZVA0,A1NAA1R38JSNHV,5.0,1395273600
B0002CZVA0,A1EX4410F46C8O,4.0,1303084800
B0002CZVA0,A1GMWTGXW682GB,4.0,1342569600
B0002CZVB4,A3BMYEA3J6RBVV,5.0,1405209600
B0002CZVB4,A3872Y2XH0YDX1,5.0,1358035200
B0002CZVB4,A73CB1NVPYDZ5,4.0,1209686400
B0002CZVB4,A18P5I03P4U8AI,5.0,1402358400
B0002CZVB4,A2RS66Y79Q8X0W,5.0,1267488000
B0002CZVBE,A3CNFMV0IISC3C,3.0,1352332800
B0002CZVBE,A206T0W1VE8K1Q,5.0,1371772800
B0002CZVBE,A31HQD6H4SHO2C,5.0,1326931200
B0002CZVBE,A2EZWZ8MBEDOLN,4.0,1348012800
B0002CZVBE,APEJ8EJCC8PQ8,4.0,1332979200
B0002CZVBE,A21Q29J3ZWPDNP,5.0,1255651200
B0002CZVBE,A3DDG0WH5SBF34,5.0,1404432000
B0002CZVBE,A1GMWTGXW682GB,4.0,1344816000
B0002CZVBE,A17CU1D2CWXOHB,5.0,1387065600
B0002CZVBE,A2VXKVJV7KIGMD,5.0,1354665600
B0002CZVBE,ADH0O8UVJOT10,5.0,1356912000
B0002CZVBE,A3JEEPYPEM9V81,5.0,1336176000
B0002CZVBE,AZ0LJNEP2VRD1,5.0,1305417600
B0002CZVHI,AWIG50VOI5VUV,5.0,1395792000
